ID,Type,Latitude,Longitude,Demand,Revenue,Note
C146,Customer,10.736363526619193,106.7206889520021,37,3885000,Customer in Quận 7 - Phú Mỹ Hưng
C035,Customer,10.787313974962249,106.69848355604789,34,3570000,Customer in Quận 1 - Trung tâm
C266,Customer,10.840812879775104,106.751659164858,28,2940000,Customer in Thủ Đức - Linh Trung
C171,Customer,10.747603967362343,106.71370638667558,41,4305000,Customer in Quận 7 - Phú Mỹ Hưng
C127,Customer,10.744789476093146,106.72474045356986,29,3045000,Customer in Quận 7 - Phú Mỹ Hưng
C196,Customer,10.792173007202186,106.70074213083636,34,3570000,Customer in Bình Thạnh
C370,Customer,10.799817668214217,106.66909889290498,20,2100000,Customer in Phú Nhuận
C313,Customer,10.68148030538862,106.73385079513928,17,1785000,Customer in Nhà Bè - Quận 8
C327,Customer,10.681683727585455,106.71071495738933,19,1995000,Customer in Nhà Bè - Quận 8
C200,Customer,10.79254456181551,106.69305718278369,28,2940000,Customer in Bình Thạnh
C333,Customer,10.754613396234355,106.62529584096016,15,1575000,Customer in Bình Tân
C098,Customer,10.786504934417943,106.68059867793892,38,3990000,Customer in Quận 3
C163,Customer,10.730716070137586,106.72179251711015,18,1890000,Customer in Quận 7 - Phú Mỹ Hưng
C053,Customer,10.788418249718418,106.68843802360365,33,3465000,Customer in Quận 1 - Trung tâm
C216,Customer,10.808721706663576,106.6632382286062,22,2310000,Customer in Tân Bình - Sân bay
C187,Customer,10.799261802569784,106.69969045970382,15,1575000,Customer in Bình Thạnh
C358,Customer,10.804444880057885,106.67012808249059,33,3465000,Customer in Phú Nhuận
C365,Customer,10.790331853272933,106.66985415328725,33,3465000,Customer in Phú Nhuận
C278,Customer,10.848833972786258,106.77345359920886,31,3255000,Customer in Thủ Đức - Linh Trung
C253,Customer,10.844225710611394,106.7502916095952,7,735000,Customer in Thủ Đức - Linh Trung
C144,Customer,10.726844914118384,106.71884635711004,30,3150000,Customer in Quận 7 - Phú Mỹ Hưng
C108,Customer,10.77066278276354,106.68671551162547,29,3045000,Customer in Quận 3
C057,Customer,10.767327569195148,106.70743039394883,44,4620000,Customer in Quận 1 - Trung tâm
C298,Customer,10.693369755632679,106.74083648814982,19,1995000,Customer in Nhà Bè - Quận 8
C036,Customer,10.770698379063548,106.69567769471566,38,3990000,Customer in Quận 1 - Trung tâm
C074,Customer,10.78909049942723,106.70632523638668,41,4305000,Customer in Quận 1 - Trung tâm
C114,Customer,10.77295412069054,106.68893474330727,42,4410000,Customer in Quận 3
C104,Customer,10.779962618359933,106.68731700196103,24,2520000,Customer in Quận 3
C172,Customer,10.734913569558032,106.7205521675057,30,3150000,Customer in Quận 7 - Phú Mỹ Hưng
C184,Customer,10.811839465602668,106.70841744801064,26,2730000,Customer in Bình Thạnh
C318,Customer,10.689318378990146,106.71097603126225,24,2520000,Customer in Nhà Bè - Quận 8
C366,Customer,10.800249430649098,106.67168854059565,23,2415000,Customer in Phú Nhuận
C013,Customer,10.76805095587112,106.69737942275277,50,5250000,Customer in Quận 1 - Trung tâm
C107,Customer,10.786467340790473,106.67825868854163,36,3780000,Customer in Quận 3
C070,Customer,10.779422597115659,106.69731294234548,57,5985000,Customer in Quận 1 - Trung tâm
C159,Customer,10.726409387416274,106.72661805940638,30,3150000,Customer in Quận 7 - Phú Mỹ Hưng
C189,Customer,10.790917080072264,106.69504873888688,28,2940000,Customer in Bình Thạnh
C250,Customer,10.813434890073449,106.66299639041033,16,1680000,Customer in Tân Bình - Sân bay
C115,Customer,10.785723571169497,106.69254944027054,42,4410000,Customer in Quận 3
C275,Customer,10.864523306852153,106.75525452055093,18,1890000,Customer in Thủ Đức - Linh Trung
C282,Customer,10.859004346594784,106.752736630563,12,1260000,Customer in Thủ Đức - Linh Trung
C375,Customer,10.793196570560376,106.66546701124328,16,1680000,Customer in Phú Nhuận
C229,Customer,10.815692701326785,106.64837264036643,30,3150000,Customer in Tân Bình - Sân bay
C192,Customer,10.796731080773734,106.69754568326209,26,2730000,Customer in Bình Thạnh
C257,Customer,10.855065850309936,106.7628615505196,22,2310000,Customer in Thủ Đức - Linh Trung
C255,Customer,10.85741765050834,106.7639679286376,20,2100000,Customer in Thủ Đức - Linh Trung
C215,Customer,10.819005696497241,106.6548909685152,10,1050000,Customer in Tân Bình - Sân bay
C325,Customer,10.689551085830733,106.71441896452525,13,1365000,Customer in Nhà Bè - Quận 8
C212,Customer,10.81331473581379,106.64129558842056,19,1995000,Customer in Tân Bình - Sân bay
C078,Customer,10.780375180667479,106.7097513462526,43,4515000,Customer in Quận 1 - Trung tâm
C023,Customer,10.773961643213607,106.68789672648813,45,4725000,Customer in Quận 1 - Trung tâm
C262,Customer,10.852022891826259,106.76178920993925,28,2940000,Customer in Thủ Đức - Linh Trung
C158,Customer,10.735370487558441,106.71183517679827,39,4095000,Customer in Quận 7 - Phú Mỹ Hưng
C105,Customer,10.785877341271691,106.67590608019543,47,4935000,Customer in Quận 3
C176,Customer,10.726896583202716,106.70822199304777,35,3675000,Customer in Quận 7 - Phú Mỹ Hưng
C147,Customer,10.739607857798077,106.72752895026228,46,4830000,Customer in Quận 7 - Phú Mỹ Hưng
C314,Customer,10.683078128065167,106.73785155103512,18,1890000,Customer in Nhà Bè - Quận 8
C165,Customer,10.738007692522595,106.72430795979339,38,3990000,Customer in Quận 7 - Phú Mỹ Hưng
C118,Customer,10.779300452144819,106.69052825921483,36,3780000,Customer in Quận 3
C010,Customer,10.77981036422155,106.686161260318,27,2835000,Customer in Quận 1 - Trung tâm
C321,Customer,10.719917364421335,106.72402847261806,17,1785000,Customer in Nhà Bè - Quận 8
C151,Customer,10.742454042850493,106.7184024091586,37,3885000,Customer in Quận 7 - Phú Mỹ Hưng
C038,Customer,10.775435275078719,106.69055269526177,39,4095000,Customer in Quận 1 - Trung tâm
C173,Customer,10.746559092718668,106.72873801559145,17,1785000,Customer in Quận 7 - Phú Mỹ Hưng
C049,Customer,10.773019501624294,106.68966296276,43,4515000,Customer in Quận 1 - Trung tâm
C124,Customer,10.79376517867344,106.68646875776246,33,3465000,Customer in Quận 3
C311,Customer,10.717770659564538,106.72896856866629,20,2100000,Customer in Nhà Bè - Quận 8
C198,Customer,10.797094397644967,106.69726164592797,23,2415000,Customer in Bình Thạnh
C204,Customer,10.7928009725542,106.69795711198091,24,2520000,Customer in Bình Thạnh
C272,Customer,10.840390057705322,106.74756525592564,20,2100000,Customer in Thủ Đức - Linh Trung
C190,Customer,10.802791936052891,106.7006422697053,26,2730000,Customer in Bình Thạnh
C082,Customer,10.791676807964503,106.69326481105112,39,4095000,Customer in Quận 3
C219,Customer,10.80166240668417,106.65852801623225,36,3780000,Customer in Tân Bình - Sân bay
C371,Customer,10.804262953433756,106.66726586837672,27,2835000,Customer in Phú Nhuận
C286,Customer,10.848221656620616,106.76162534007548,16,1680000,Customer in Thủ Đức - Linh Trung
C034,Customer,10.785091801922476,106.68966425147215,45,4725000,Customer in Quận 1 - Trung tâm
C021,Customer,10.784306119232417,106.68996789203835,52,5460000,Customer in Quận 1 - Trung tâm
C324,Customer,10.696854280091083,106.73950329206356,27,2835000,Customer in Nhà Bè - Quận 8
C065,Customer,10.773134992453981,106.70366228512795,52,5460000,Customer in Quận 1 - Trung tâm
C221,Customer,10.805040683001193,106.64409139857165,30,3150000,Customer in Tân Bình - Sân bay
C033,Customer,10.772243786322845,106.68903053218135,51,5355000,Customer in Quận 1 - Trung tâm
C296,Customer,10.68124732540245,106.72049056177198,23,2415000,Customer in Nhà Bè - Quận 8
C332,Customer,10.762154735897576,106.6353806553305,20,2100000,Customer in Bình Tân
C279,Customer,10.862908173824792,106.749203395273,21,2205000,Customer in Thủ Đức - Linh Trung
C029,Customer,10.77806832073455,106.69568852545896,42,4410000,Customer in Quận 1 - Trung tâm
C162,Customer,10.748851275681469,106.72015436586128,28,2940000,Customer in Quận 7 - Phú Mỹ Hưng
C134,Customer,10.745319989181437,106.7286812144346,19,1995000,Customer in Quận 7 - Phú Mỹ Hưng
C120,Customer,10.788771776694787,106.69009085748169,44,4620000,Customer in Quận 3
C119,Customer,10.778520088506324,106.69361514651206,33,3465000,Customer in Quận 3
C374,Customer,10.803411488055186,106.66844931908837,25,2625000,Customer in Phú Nhuận
C101,Customer,10.778899316966282,106.69015692220928,38,3990000,Customer in Quận 3
C136,Customer,10.744428672898186,106.7189601062434,28,2940000,Customer in Quận 7 - Phú Mỹ Hưng
C177,Customer,10.728201145973944,106.70879756733781,32,3360000,Customer in Quận 7 - Phú Mỹ Hưng
C363,Customer,10.80460233453766,106.67953316782929,20,2100000,Customer in Phú Nhuận
C297,Customer,10.703803117228011,106.71205703253936,32,3360000,Customer in Nhà Bè - Quận 8
C269,Customer,10.84298324178278,106.75229516572999,25,2625000,Customer in Thủ Đức - Linh Trung
C220,Customer,10.803494309415658,106.6598816827965,29,3045000,Customer in Tân Bình - Sân bay
C306,Customer,10.707691062580714,106.74396782606262,25,2625000,Customer in Nhà Bè - Quận 8
C100,Customer,10.780490001560695,106.67995461979002,44,4620000,Customer in Quận 3
C239,Customer,10.806294976472675,106.6486423998376,15,1575000,Customer in Tân Bình - Sân bay
C328,Customer,10.695373065886388,106.73718589130772,21,2205000,Customer in Nhà Bè - Quận 8
C183,Customer,10.802585431771371,106.70380789657258,20,2100000,Customer in Bình Thạnh
C355,Customer,10.762338538367514,106.64943558534083,11,1155000,Customer in Bình Tân
C055,Customer,10.771448540692878,106.70149960115086,44,4620000,Customer in Quận 1 - Trung tâm
C099,Customer,10.79387163201658,106.68975793833391,53,5565000,Customer in Quận 3
C294,Customer,10.856992139208906,106.75928151206598,27,2835000,Customer in Thủ Đức - Linh Trung
C265,Customer,10.84076159066981,106.74968457792099,27,2835000,Customer in Thủ Đức - Linh Trung
C312,Customer,10.692764018929731,106.74315661896603,20,2100000,Customer in Nhà Bè - Quận 8
C025,Customer,10.772774558042892,106.69312958305066,50,5250000,Customer in Quận 1 - Trung tâm
C323,Customer,10.714947084567454,106.74936333876798,17,1785000,Customer in Nhà Bè - Quận 8
C232,Customer,10.806212228495362,106.65859865731433,22,2310000,Customer in Tân Bình - Sân bay
C059,Customer,10.783148891971756,106.7074277564988,44,4620000,Customer in Quận 1 - Trung tâm
H03,Hub,10.85,106.75,0,0,East Logistics Center Thu Duc
C069,Customer,10.787301163879427,106.70077846564993,42,4410000,Customer in Quận 1 - Trung tâm
C218,Customer,10.823458511420526,106.64453082665415,23,2415000,Customer in Tân Bình - Sân bay
C058,Customer,10.773475744776217,106.69373023936532,50,5250000,Customer in Quận 1 - Trung tâm
C042,Customer,10.772121012359436,106.68592217368386,41,4305000,Customer in Quận 1 - Trung tâm
C043,Customer,10.780239108349496,106.69756697558071,39,4095000,Customer in Quận 1 - Trung tâm
C150,Customer,10.749359870191654,106.72965526861199,31,3255000,Customer in Quận 7 - Phú Mỹ Hưng
C128,Customer,10.726438969000416,106.7187382220581,23,2415000,Customer in Quận 7 - Phú Mỹ Hưng
C326,Customer,10.691852324818239,106.71934431004199,15,1575000,Customer in Nhà Bè - Quận 8
C295,Customer,10.859910134960879,106.77310489217975,17,1785000,Customer in Thủ Đức - Linh Trung
C354,Customer,10.750127717434337,106.62861114399526,23,2415000,Customer in Bình Tân
C044,Customer,10.76862237180228,106.69723631900693,45,4725000,Customer in Quận 1 - Trung tâm
C238,Customer,10.817348711111677,106.6535681110837,37,3885000,Customer in Tân Bình - Sân bay
C336,Customer,10.763920412361076,106.6246168771902,15,1575000,Customer in Bình Tân
C149,Customer,10.7365924601235,106.71383380570065,24,2520000,Customer in Quận 7 - Phú Mỹ Hưng
C283,Customer,10.844180682222184,106.77004790710399,22,2310000,Customer in Thủ Đức - Linh Trung
C285,Customer,10.840551720296423,106.77242896419682,23,2415000,Customer in Thủ Đức - Linh Trung
C030,Customer,10.772858899526907,106.69771426727911,38,3990000,Customer in Quận 1 - Trung tâm
C268,Customer,10.859582383235555,106.7521454834314,24,2520000,Customer in Thủ Đức - Linh Trung
C369,Customer,10.800405233386721,106.66831154419184,25,2625000,Customer in Phú Nhuận
C224,Customer,10.810978372714256,106.64942361073562,25,2625000,Customer in Tân Bình - Sân bay
C195,Customer,10.80483981133885,106.70358204638289,24,2520000,Customer in Bình Thạnh
C254,Customer,10.867445377032043,106.75587181697351,21,2205000,Customer in Thủ Đức - Linh Trung
C353,Customer,10.753215197920966,106.64453901072358,18,1890000,Customer in Bình Tân
C308,Customer,10.687223013805093,106.73271780922211,21,2205000,Customer in Nhà Bè - Quận 8
C201,Customer,10.796148943209612,106.69321362746518,21,2205000,Customer in Bình Thạnh
C259,Customer,10.84615418921446,106.75072063161991,21,2205000,Customer in Thủ Đức - Linh Trung
C245,Customer,10.81440720900417,106.65516787615958,39,4095000,Customer in Tân Bình - Sân bay
C068,Customer,10.789325263868811,106.69482744311667,33,3465000,Customer in Quận 1 - Trung tâm
C110,Customer,10.781456322262288,106.68591233578631,24,2520000,Customer in Quận 3
C226,Customer,10.80580531737867,106.66248936433188,39,4095000,Customer in Tân Bình - Sân bay
C121,Customer,10.772578096720897,106.69305105813359,46,4830000,Customer in Quận 3
C317,Customer,10.692750100117284,106.73503565505747,21,2205000,Customer in Nhà Bè - Quận 8
C230,Customer,10.815501818898213,106.65333652729942,25,2625000,Customer in Tân Bình - Sân bay
C091,Customer,10.785572261895474,106.67670694929987,35,3675000,Customer in Quận 3
C360,Customer,10.7945144535042,106.67562258132969,25,2625000,Customer in Phú Nhuận
C096,Customer,10.780223823610356,106.67846588640141,42,4410000,Customer in Quận 3
C062,Customer,10.765126539596157,106.68902020128544,34,3570000,Customer in Quận 1 - Trung tâm
C051,Customer,10.777802326457483,106.69066239437994,30,3150000,Customer in Quận 1 - Trung tâm
C287,Customer,10.859542611650555,106.76989225411123,23,2415000,Customer in Thủ Đức - Linh Trung
C304,Customer,10.687405317153544,106.73167603789513,23,2415000,Customer in Nhà Bè - Quận 8
C246,Customer,10.823359175369225,106.66313921282267,24,2520000,Customer in Tân Bình - Sân bay
C131,Customer,10.740455451582907,106.70752806690307,31,3255000,Customer in Quận 7 - Phú Mỹ Hưng
C303,Customer,10.694438955877601,106.71366328293306,19,1995000,Customer in Nhà Bè - Quận 8
C251,Customer,10.850390379830978,106.7554085960569,20,2100000,Customer in Thủ Đức - Linh Trung
C066,Customer,10.781440322307509,106.69920771508339,46,4830000,Customer in Quận 1 - Trung tâm
C067,Customer,10.767341869195702,106.69419289507648,32,3360000,Customer in Quận 1 - Trung tâm
C291,Customer,10.844988501062682,106.7671410084928,23,2415000,Customer in Thủ Đức - Linh Trung
C293,Customer,10.848660812103121,106.75567018149395,16,1680000,Customer in Thủ Đức - Linh Trung
C249,Customer,10.80136904097055,106.64837993104115,20,2100000,Customer in Tân Bình - Sân bay
C193,Customer,10.790501779944442,106.69644158331165,20,2100000,Customer in Bình Thạnh
C071,Customer,10.769881074694952,106.70306130288154,30,3150000,Customer in Quận 1 - Trung tâm
C048,Customer,10.767257244251361,106.70588256238973,64,6720000,Customer in Quận 1 - Trung tâm
C240,Customer,10.811550145091104,106.6636820834903,38,3990000,Customer in Tân Bình - Sân bay
H04,Hub,10.795,106.72,0,0,Thao Dien Distribution Point
C132,Customer,10.726819075159105,106.72554650148226,26,2730000,Customer in Quận 7 - Phú Mỹ Hưng
C084,Customer,10.787549171931442,106.69091585338872,44,4620000,Customer in Quận 3
C083,Customer,10.782783559971524,106.68503032589373,39,4095000,Customer in Quận 3
C335,Customer,10.751156853531269,106.64907307890422,24,2520000,Customer in Bình Tân
C270,Customer,10.86490659593701,106.75691550588856,24,2520000,Customer in Thủ Đức - Linh Trung
C276,Customer,10.857708848275443,106.75304190922469,14,1470000,Customer in Thủ Đức - Linh Trung
C337,Customer,10.766316662499811,106.6267332171551,18,1890000,Customer in Bình Tân
C037,Customer,10.785450369148062,106.7065182645814,42,4410000,Customer in Quận 1 - Trung tâm
C026,Customer,10.787180318564408,106.69680537312905,56,5880000,Customer in Quận 1 - Trung tâm
H02,Hub,10.82,106.63,0,0,Satellite Hub District 12
C109,Customer,10.793505756035623,106.68650948355751,48,5040000,Customer in Quận 3
C129,Customer,10.736038262534334,106.72719260456896,23,2415000,Customer in Quận 7 - Phú Mỹ Hưng
C341,Customer,10.767242552345309,106.64428548224176,20,2100000,Customer in Bình Tân
C288,Customer,10.85801550581301,106.76495110023639,27,2835000,Customer in Thủ Đức - Linh Trung
C004,Customer,10.765514612357396,106.70924774630404,50,5250000,Customer in Quận 1 - Trung tâm
C258,Customer,10.846297167792867,106.77194162868322,21,2205000,Customer in Thủ Đức - Linh Trung
C352,Customer,10.756702377085183,106.64230524768875,18,1890000,Customer in Bình Tân
C210,Customer,10.79287092061848,106.70221240084882,25,2625000,Customer in Bình Thạnh
C180,Customer,10.729807225470216,106.70602171540666,33,3465000,Customer in Quận 7 - Phú Mỹ Hưng
C135,Customer,10.749650026595571,106.72383445463147,24,2520000,Customer in Quận 7 - Phú Mỹ Hưng
C207,Customer,10.81323439972819,106.70113525786027,14,1470000,Customer in Bình Thạnh
C243,Customer,10.82330295706209,106.65412832958974,31,3255000,Customer in Tân Bình - Sân bay
C045,Customer,10.789641261352765,106.69105138178779,53,5565000,Customer in Quận 1 - Trung tâm
C014,Customer,10.772792776902236,106.69800170052945,29,3045000,Customer in Quận 1 - Trung tâm
C020,Customer,10.766863766091994,106.709672173415,37,3885000,Customer in Quận 1 - Trung tâm
C063,Customer,10.778718344734164,106.70229737994231,29,3045000,Customer in Quận 1 - Trung tâm
C252,Customer,10.8467381446882,106.75857318548398,31,3255000,Customer in Thủ Đức - Linh Trung
C185,Customer,10.79152694899637,106.69553755296295,28,2940000,Customer in Bình Thạnh
C138,Customer,10.725283841119186,106.71671651604986,22,2310000,Customer in Quận 7 - Phú Mỹ Hưng
C338,Customer,10.761858798696833,106.63740258623514,11,1155000,Customer in Bình Tân
C191,Customer,10.792679300283494,106.69894824733646,14,1470000,Customer in Bình Thạnh
C305,Customer,10.714917833435058,106.73928899545638,22,2310000,Customer in Nhà Bè - Quận 8
C152,Customer,10.742118279313846,106.70906542348362,25,2625000,Customer in Quận 7 - Phú Mỹ Hưng
C140,Customer,10.743651121981635,106.71958421912743,23,2415000,Customer in Quận 7 - Phú Mỹ Hưng
